id,split,MSA,EGY
2495,corpus-6-train,المياه فاضت في البانيو .,البانيو اتملى عالاخر و بقى بيكب ميه .
2496,corpus-6-test-corpus-26-test,أعتقد أنك ارتكبت خطأً . الغرفة دفع ثمنها مسبقاً . معي إيصال .,متهيألي أنك غلطت . انا دفعت حجز الاوضه قبل كده . معايا وصل بيأكد كلامي .
2497,corpus-6-dev,هناك أربعة مواسم متميزة .,فيه اربع فصول مختلفة .
2498,corpus-6-train,حسنا ، أعتقد أنني سأنقص ثلاثة بالمائة .,تمام، أظن اني حأخد خصم تلاته في الميه .
2501,corpus-6-train,بطاقة الائتمان الخاصة بي لم تخرج من ماكينة الصرف الآلية .,الكريديت كارت بتاعتي مش بتخرج من ال ايه تي ام .
2505,corpus-6-test-corpus-26-train,الحافلة هناك .,الاتوبيس اهوه هناك .
2507,corpus-6-train,النموذج قد يكون أكثر صداقة للمستخدم .,النموذج ممكن يبقى أسهل في الاستخدام .
2508,corpus-6-train,عندي هذه الأعراض منذ الصباح .,من الصبح و انا عندي الاعراض ديه .
2509,corpus-6-train,هذه كيدا في الغرفة سبعة تسعة وعشرين . عندي آلم شديد بمعدتي . من فضلك استدع لي طبيباً .,معاك كيدا من أوضة سبعمية تسعة و عشرين . عندي وجع جامد في بطني . من فضلك أتصلي بدكتور .
2514,corpus-6-train,أكرهك .,بأكرهك .
2516,corpus-6-test-corpus-26-train,أريد لفتان من ISO مائة ، فيلم ملون ، ستة وثلاثين لقطة ، من فضلك .,عايز بكرتين ايزو ميه، فيلم ملون، سته و تلاتين صورة، لو سمحت.
2519,corpus-6-test-corpus-26-train,أود أن أصرف هذا الشيك بسبعين دولاراً .,عايز اصرف شيك ال سبعين دولار ده .
2520,corpus-6-train,أود أن أحجز جناحاً .,عايز احجز جناح .
2521,corpus-6-test-corpus-26-train,أود أن أشتري طوابع لعشرة بطاقات بريدية إلى اليابان ، من فضلك .,عايز اشتري طوابع لعشر بطاقات بريدية مبعوته اليابان، من فضلك .
2523,corpus-6-train,أين محطة البنزين ؟,فين محطة البنزين؟
2524,corpus-6-train,هل هذه عدوى ؟,ديه عدوى؟
2525,corpus-6-dev,سيستغرق الأمر حوالي تسعة وتسعين يوماً لإعادة إصدار بطاقة . من فضلك اكتب اسم الفندق ورقم الهاتف على هذه الورقة ، كي يمكننا الاتصال بك .,حتاخد حوالي تسعة و تسعين يوم علشان نطلع كارد جديد، من فضلك اكتب اسم الفندق اللي انت فين و رقم التليفون في الورقة ديه، علشان نقدر نوصلك .
2526,corpus-6-train,هل يذهب هذا الليموزين إلى فندق بالاس ؟,الليموزين ديه رايحة فندق بالاس؟
2527,corpus-6-dev,هل ستذهب إلى المدرسة ؟,حتروح المدرسة؟
2528,corpus-6-test-corpus-26-train,هل توجد مصارف بالقرب من المحطة ؟,فيه بنوك قريبه من المحطة؟
2530,corpus-6-train,هل تريد أن تشرب شيئاً ؟,تحب تشرب حاجة؟
2531,corpus-6-test-corpus-26-train,أخشى أن يكون هناك خطأ في الفاتورة .,للأسف فيه غلطة في الفاتورة .
2535,corpus-6-dev,أريد خيمة .,عايز خيمة .
2537,corpus-6-train,وجدتها .,لقيتها .
2539,corpus-6-train,أبحث عن خيط .,بأدور على خيط .
2541,corpus-6-train,ما الذي يحملك على المذاكرة بجد ؟,ايه اللي بيخليك تذاكر جامد ؟
2546,corpus-6-train,هل سيأتي طلبنا حالاً ؟,طلبنا حييجي بسرعة؟
2547,corpus-6-train,أيهما أقرب من هنا ؟,ايه الاقرب من هنا؟
2552,corpus-6-test-corpus-26-test,إنه صحيح هنا .,اهو هنا .
2554,corpus-6-train,هل يتوقف القطار في أديليد ؟,القطر حيقف في اديلايد؟
2556,corpus-6-train,من فضلك أرسل الشيال .,من فضلك طلعلنا شيال .
2557,corpus-6-test-corpus-26-train,واحد شيزبرجر لكي أذهب ، من فضلك .,واحد هامبرجر بالجبنة علشان امشي، لو سمحت .
2558,corpus-6-train,أريد هذه .,عايز ده .
2560,corpus-6-train,هذا الاتجاه ، من فضلك . المقعد الذي بجوار النافذة خاص بك .,من هنا، من فضلك، الكرسي اللي جنب الشباك بتاعك .
2561,corpus-6-train,أريد بعضاً من قطرات الأنف .,عايز نقط انف .
2562,corpus-6-train,هل هذه محطة مترو أنفاق أو محطة قطار عادية ؟,ديه محطة مترو ولا محطة قطارات؟
2564,corpus-6-train,أين صالة الركوب ؟,فين صاله المطار الداخلية؟
2565,corpus-6-dev,إنها الواحدة صفر أربعة بعد الظهر .,دلوقتي واحده وأربع دقايق الضهر .
2566,corpus-6-train,سيستغرق الأمر قليل من الوقت للإعداد لكن .,حتاخد شوية وقت علشان تتحضر بس .
2568,corpus-6-train,يجب علينا أن نقرر هذا المساء ما إذا كنا سنستمر في خططنا لتأسيس فرع في مكان ما بأمريكا اللاتينية ، و ، إذا كنا سنفعل ، أين تحديداً ، متى ، وكيف .,لازم النهاردة بعد الضهر نقرر ان كنا هننفذ خططنا لأنشاء فرع في مكان ما في امريكا اللاتينية، و، لو قررنا، لازم نحدد بالظبط فين، امتى، و ازاي .
2569,corpus-6-train,هل لي ببطاقة تعويضية عن إلغاء الحفلة أو المباراة بسبب الأمطار ؟,ممكن اخد تذكرة مؤجلة؟
2571,corpus-6-dev,عند شرائك بأكثر من تسعة وتعسين دولاراً ، يمكنك استخدام نظام الإعفاء الجمركي .,للمشتريات اللي اكتر من تسعه و تسعين دولار . تقدر تاخد اعفا من الرسوم الجمركية .
2572,corpus-6-train,برون . اسمي على جانبها .,براون . اسمي مكتوب في الجنب .
2573,corpus-6-train,سأجعل خادم الفندق يقوم بفتح الباب بالمفتاح الرئيسي . لحظة من فضلك . ما هو اسمك ورقم غرفتك ؟,حأخلي الشيال يفتحلك الغرفة بالمفتاح الرئيسي . لحظة إذا سمحت . اسمك ايه و رقم الغرفة؟
2575,corpus-6-train,استمتع بالسماع بموسيقى الروح .,بأحب اسمع مزيكا السول .
2578,corpus-6-test-corpus-26-test,لم يعد بإمكانك حقيقةً أن تقوم بعمل تصميم دون كمبيوتر بعد الآن .,مانقدرش بعد كده نعمل شغل التصميم من غير الكمبيوتر .
2579,corpus-6-train,البطارية ضعيفة .,البطارية فاضية .
2580,corpus-6-dev,فهمت . إذاً تذكرتان ذهاب وعودة إلى سان ديجو ، من فضلك .,فهمت . يبقى تذكرتين ذهاب و عودة لسان دييجو، من فضلك .
2583,corpus-6-train,قهوتك ، من فضلك .,قهوتك، لو تكرمت .
2584,corpus-6-train,كم الساعة ؟,الساعة كام؟
2586,corpus-6-train,هل أحتاج تصريح صيد ؟,محتاج تصريح صيد؟
2588,corpus-6-train,نود مائدة بجوار النافذة .,عايزين ترابيزه جنب الشباك .
2591,corpus-6-test-corpus-26-train,أجري .,أجري .
2592,corpus-6-train,أنا عاطل عن العمل .,انا مش بأشتغل .
2596,corpus-6-train,هل تتوافر أية مدرسة للغطس ؟,فيه مدرسة موجودة لتعليم الغطس؟
2597,corpus-6-train,هل يمكن أن تحضر أمتعتي أسفل عند السابعة صباحاً ؟,ممكن تنزلي شنطي عالساعة سبعة الصبح؟
2598,corpus-6-train,هل يجب أن ندفع للمشروبات ؟,محتاجين ندفع للمشروبات؟
2599,corpus-6-train,أنا أحب جويا . أنا مشتاق لرؤيتهم .,بأحب لوحات جويا . متشوق أني أشوفهم .
2601,corpus-6-test-corpus-26-train,هناك قطع في بلوزتي . أتساءل هل يمكنك أن تخيطيه لي ، من فضلك ؟,فيه قطع في بلوزتي . باسال ان كان ممكن تخيطهولي، من فضلك؟
2602,corpus-6-train,هل يمكن أن أحصل على أرقاماً قياسية في الصفقة هناك ؟,ممكن اخد بيانات الصفقة التجارية هناك؟
2603,corpus-6-train,هل لديك حافلة إلى المطار ؟,عندك اتوبيس للمطار؟
2604,corpus-6-train,حسنا ، عندما تأتي إلى اليابان ، من فضلك زر منزلي .,تمام، لما تيجي اليابان، من فضلك زورني في بيتي .
2606,corpus-6-train,أوو ، ساعة تقريباً . هذا بعيد بعض الشيء .,اوه، تقريبا ساعة واحده . ده بعيد قوي .
2607,corpus-6-dev,إنها تناسب الشاطئ تماماً .,دول ممتازين للشاطئ .
2608,corpus-6-train,كم يستغرق الوقت للذهاب إلى هناك والعودة ؟,ياخد اد ايه وقت للمرواح و الرجوع؟
2610,corpus-6-train,هل يمكنك أن تحتفظ بأمتعتي حتى الرابعة تماماً ؟,ممكن تخلي شنطي عندك لحد الساعة اربعة؟
2613,corpus-6-test-corpus-26-dev,كم الأجرة إلى مانشستر ؟,بكام الاجرة لمانشستر؟
2614,corpus-6-train,إنها تستغرق حوالي أربعين دقيقة . من فضلك خذ كتيباً يابانياً ، إذا أردت .,تاخد حوالي اربعين دقيقة، من فضلك خد النشرة الياباني، لو عايز .
2615,corpus-6-train,خمسون سنتاً للكلمة . إنه أغلى مما توقعت .,خمسين سنت للكلمة . ده أغلى مما كنت متوقعه .
2617,corpus-6-train,هل يمكن أن أترك هذه العربة خارج الردهة ؟,ممكن أسيب عربية المشتريات بره الطرقة؟
2619,corpus-6-train,هل هذه بنود معفاة من الضرائب ؟,ديه حاجات معفية من الضرايب؟
2621,corpus-6-train,أفضل شيء هو قضاء وقت طيب مع أصدقاء طيبين .,أحسن حاجة أن الواحد يقضي وقت كويس مع أصحابة الكويسين .
2622,corpus-6-train,أود أن أحجز غرفة بسريرين وحمام لمدة لليلتين ، بداية من الثالث من مايو .,عايز أحجز غرفة بسريرين و حمام لليلتين، من اول تلاته مايو .
2623,corpus-6-train,هل يمكنك أن توصلهم غداً صباحاً ؟,ممكن تسلمهم بكرة الصبح؟
2625,corpus-6-dev,بسبب العاصفة الثلجية ، ألغيت رحلة الخطوط الكندية صفر اثنين واحد .,بسبب العاصفة الثلجية، رحلة الخطوط الجوية الكندية اتناشر اتلغت .
2626,corpus-6-train,هل ترسل كتباً بالبريد إلى اليابان ؟,انت بتبعت كتب لليابان بالبريد؟
2627,corpus-6-train,كم ستمكث ؟,حتقعد اد ايه؟
2630,corpus-6-train,هل آلة أشعة إكس تؤثر على الفيلم ؟,اله الاشعة السينية حتأثر على الفيلم؟
2631,corpus-6-train,أنا أتبع نظام غذائي للتخسيس ، لذلك اجعلها جزءاً صغيراً ، من فضلك .,انا عامل ريجيم، علشان كده خليها حته صغيرة، إذا سمحت .
