,id,split,MSA,ALG
753,7767,corpus-6-test-corpus-26-train,"هل لك أن ترسم لي خريطة , من فضلك ؟",تقدر ترسملي مخطط، من فضلك؟
754,7789,corpus-6-test-corpus-26-test,حسناً ، يا سيدي . من فضلك ابق في غرفتك إلى أن يحضر الطبيب .,موافق، سيدي. من فضلك ابق فالغرفة ديالك حتى يجي الطبيب.
755,7811,corpus-6-test-corpus-26-train,لقد سرقت في شاطئ وايمانالو . من فضلك تعالى فوراً .,تعداو عليا في شاطئ وايمانالو. ارواح دوكا من فضلك.
756,7812,corpus-6-test-corpus-26-train,ماذا عن مائة دولار ؟,واش رايك في مئة دولار؟
757,7814,corpus-6-test-corpus-26-train,أريد هذا معبئاً .,راني حابو مغلف.
758,7831,corpus-6-test-corpus-26-train,أريد أن أقدم طلباً للحصول على إصدار جديد .,راني حاب نعاود البطاقة ديالي.
759,7834,corpus-6-test-corpus-26-train,لقد دعمت الحكومة تنمية الصناعات .,الدولة دعمت النهوض بالصناعات.
760,7838,corpus-6-test-corpus-26-train,أعتقد أن عمره أكثر من خمسين سنة .,عندو كثر من خمسين سنة، نظن.
761,7858,corpus-6-test-corpus-26-dev,ما هو الحد الأدنى للعمر لفعل ذلك ؟,شحال السن الأقل باش نديرو؟
762,7860,corpus-6-test-corpus-26-train,هل لديك أيّ خرائط بسيطة للمدينة ؟,عندك مخطط بسيط للمدينة؟
763,7867,corpus-6-test-corpus-26-test,إذا كان بالإمكان ، لم أكن لأخلع السنّة .,اذا ممكن، نفضل متنحيليش الضرسة.
764,7871,corpus-6-test-corpus-26-dev,إنّ الإحصاء كرة واحدة وضربتين .,الحساب هو كرة واحدة، ضربتين.
765,7883,corpus-6-test-corpus-26-train,متى سيصل القطار إلى سان دييجو ، من فضلك ؟,وقتاش يوصل القطار لسان دييقو، من فضلك؟
766,7913,corpus-6-test-corpus-26-train,آوه إلقاء نظرة على صندوقك .,راني حاب نضرب طلة على البوكس ديالك.
767,7925,corpus-6-test-corpus-26-train,أريد بعض الشامبو .,راني حاب شامبوان.
768,7947,corpus-6-test-corpus-26-train,أنا أقيم في فندق هيلتون .,هبطت في فندق الهيلتون.
769,7948,corpus-6-test-corpus-26-train,أشعر بحالة سيئة وغثيان .,مانيش نحس روحي مليح و عندي غثيان.
770,7957,corpus-6-test-corpus-26-train,لكنّي لدى موعد لرؤيتها في السّاعة الثّانية .,بصح عندي موعد معاها على الثانية بعد الزوال.
771,7972,corpus-6-test-corpus-26-train,هل تذهب هذه السيارة إلى إدنبرة ؟,هاذ العربة تروح لإيدنبره؟
772,7976,corpus-6-test-corpus-26-train,نعم ، رجاءً املأ هذه الاستمارة .,ايه، من فضلك عمر هاذ الاستمارة.
773,7983,corpus-6-test-corpus-26-train,ما هو مقدار الرسوم للوزن الزائد ؟,واش هي الزيادة للأمتعة الزائدة؟
774,7991,corpus-6-test-corpus-26-dev,اسمي كيمورا . أريد إلغاء حجزي الخاص بيوم الجمعة .,إسمي كيمورا، راني حاب نلغي الحجز تع نهار الجمعة.
775,7996,corpus-6-test-corpus-26-test,أوه ، آسف . كانت هناك مشاكل ونحن نقوم بحلها ، هل تتفضل بالانتظار لمدة ثلاثين دقيقة ؟,أوه، اعتذر. كان كاين مشكل و حليناه. تقدر تصبر واحد الثلاثين دقيقة؟
776,8039,corpus-6-test-corpus-26-train,في أي وقت يمكنني مغادرة الفندق ؟,وقتاش نقدر نسجل خروج؟
777,8050,corpus-6-test-corpus-26-train,فهمت الأمر .,فهمت.
778,8058,corpus-6-test-corpus-26-train,سوف أطلب شخصاً ما .,دوك نتصل بكاش واحد.
779,8067,corpus-6-test-corpus-26-test,هل تريد تسوية الفاتورة الآن ؟,تقدر تتحقق من الفاتورة ديالي دوكا؟
780,8068,corpus-6-test-corpus-26-train,السيارة جاءت لي من الجانب عند التقاطع .,جاءت السيارة في وجهي من جهة التقاطع.
781,8094,corpus-6-test-corpus-26-train,إنه صندوق موسيقى .,هي علبة موسيقى.
782,8095,corpus-6-test-corpus-26-train,أين الضاحية ؟,وين جاية الضاحية؟
783,8098,corpus-6-test-corpus-26-train,هل هناك جولة بالحافلة تجوب المدينة ؟,كاين رحلة للمدينة بالحافلة؟
784,8108,corpus-6-test-corpus-26-train,في أي وقت نبدأ ؟,وقتاش نبداو؟
785,8114,corpus-6-test-corpus-26-train,"حسنا ، يا سيدي . في الحجم المتوسط نعرض عليك فرو السمور من نوع "" ميركوري "" ، فهل ذلك يوافقك ؟",موافق، سيدي. فالقياس المتوسط، نقترح عليك ماريكوري سابل، واش رايك؟
786,8116,corpus-6-test-corpus-26-train,لقد تسببتّ في كَدْمة بالعَضَلة .,انشدت العضلة ديالك.
787,8141,corpus-6-test-corpus-26-train,ولكن عليك أن تعدني بركل الكرة ، وليس أنا . موافق ؟,بصح لازم توعدني انت تضرب الكرة، ماشي أنا، موافق؟
788,8143,corpus-6-test-corpus-26-train,إلى أي مسافة يبعد أكثر ؟,على شحال المسافة؟
789,8149,corpus-6-test-corpus-26-train,هل لي في استعارة بعض البياضات ؟,نقدر نتسلف الحوايج؟
790,8156,corpus-6-test-corpus-26-train,من أي نوع من الجلد الصناعي صُنعت حقيبة السفر هذه ؟,واشنو هو نوع الجلد تع هاذ الحقيبة؟
791,8161,corpus-6-test-corpus-26-train,لا أعتقد أن هذه السكينة نظيفة . أيمكنك أن تُحضر لي واحدة أخرى ؟,منظنش بلي هاذ الموس نقي. تقدر تعطيني واحدأوخر؟
792,8164,corpus-6-test-corpus-26-train,لقد اشتريت هذه من لحظة ، ولكن هلاً بدلت هذه بتلك ؟,شريت هاذا عندها مدة، بصح اذا تقدر تبدلهولي بهاذا؟
793,8173,corpus-6-test-corpus-26-train,بصراحة ، لا أتفق مع ذلك .,باش نصارحك، مانيش موافق مع هاذا.
794,8177,corpus-6-test-corpus-26-train,هل هذا هو الطريق الصحيح إلى المحطة المركزية ؟,اذا هاذا هو الطريق الصحيح إلى البريد المركزي؟
795,8183,corpus-6-test-corpus-26-train,قارب مع مرشد ، من فضلك .,باخرة بدليل، من فضلك.
796,8193,corpus-6-test-corpus-26-train,أود أن أطلب بدلة داكنة من أجلي .,راني حاب نطلب بدلة بلون غامق ليا.
797,8194,corpus-6-test-corpus-26-train,هذه المظلة يمكن استخدامها كعصا للسير .,هاذ المظلة تقدر تكون كيما العصا.
798,8202,corpus-6-test-corpus-26-test,هل يجب علىّ أن أترك كل أمتعتي في غرفة ترك المعاطف ؟,لازم نخلي كامل الأمتعة دياولي في غرفة الامانات؟
799,8210,corpus-6-test-corpus-26-train,من فضلك أرني جواز سفرك .,تقدر توريلي جواز السفر ديالك، من فضلك.
800,8227,corpus-6-test-corpus-26-train,هل يوجد مكان يقبل تنظيف الملابس في أيام الآحاد ؟,كاين كاش مكان يقبلو يغسلو لحوايج يوم الأحد؟
801,8233,corpus-6-test-corpus-26-train,سندويتشان برجر بالجبن ، من فضلك .,شيزبرغر، من فضلك.
802,8234,corpus-6-test-corpus-26-train,أية حافلة تذهب إلى ميامي ؟,واش من حافلة تروح لميامي؟
803,8236,corpus-6-test-corpus-26-train,ولكن لا ضرورة لدفع بقشيش .,بصح حتى بقشيش ماهو لازم.
804,8248,corpus-6-test-corpus-26-train,"بمقدورك أن ترى واحداً عند "" كارينجي هول "" .",تقدر تشوف واحد في كارنجي هول.
805,8250,corpus-6-test-corpus-26-train,لستُ معتمداً قانونياً .,أنا غيرمعتمد.
806,8271,corpus-6-test-corpus-26-train,ما هو الصنف المميز للمحل ؟,واش هو التخصص تع البيت؟
807,8280,corpus-6-test-corpus-26-train,أودّ حجز موعد مع طبيب .,راني حاب ناخذ موعد عند الطبيب.
808,8291,corpus-6-test-corpus-26-dev,تُرى هل ثمة مائدة متاحة بالقرب من النافذة لسبعة أشخاص الليلة .,تكون عندكم طاولة قريبة من الطاقة هاذ العشية على السبعة.
809,8295,corpus-6-test-corpus-26-train,أنت لا تمانع في حضوري إلى منزلك ؟,اذا تنزعج اذا جيت عندكم؟
810,8305,corpus-6-test-corpus-26-train,يبدو أن ثمة مجالات للتحسينات .,يبان يحتاج تحسن.
811,8316,corpus-6-test-corpus-26-train,أين مترو الأنفاق ؟,وين جاي الميترو؟
812,8334,corpus-6-test-corpus-26-train,هل عندكم منه بحجم أصغر ؟,عندكم مقاس صغير عليه؟
813,8338,corpus-6-test-corpus-26-train,أين يمكنني الحصول على أسبرين ؟,وين نقدر نصيب الأسبيرين؟
814,8342,corpus-6-test-corpus-26-train,ذلك الحد الأدنى للسعر .,اذا بالسعر الأقل كامل؟
815,8349,corpus-6-test-corpus-26-train,من فضلك اعطني تصريحاً سارياً لمدة أسبوع .,من فضلك أعطيني بطاقة لأسبوع.
816,8355,corpus-6-test-corpus-26-train,هذا زميلي .,هاوليك زميلي.
817,8358,corpus-6-test-corpus-26-train,أي نوع من البنزين هناك ؟ السوبر ، أم العادي ، أما الخالي من الرصاص ؟,واش من نوع تاع المازوت كاين؟ سوبر، عادي، منقى؟
818,8368,corpus-6-test-corpus-26-train,هنا واحد .,هاوليك واحد.
819,8371,corpus-6-test-corpus-26-train,أنا مقبل على الإصابة بنوبة برد .,حكمتني نزلة برد.
820,8409,corpus-6-test-corpus-26-test,إنه مغلق في أيام الاثنين ، ولكن أي يوم آخر سيكون لا بأس به . أعتقد أنه يُفتح من التاسعة حتى الخامسة .,مغلوق يوم الاثنين، بصح يوم آخرماهوش رايح يدير مشكل. نظن بلي يكون مفتوح من التاسعة صباحا حتى الخمسة تع لعشية.
821,8418,corpus-6-test-corpus-26-train,إنه سمك ثعبان مشوي مع مرقة خاصة فوق سلطانية من الأرز .,أنقليس مشوي بصلصة خاصة على الروز.
822,8435,corpus-6-test-corpus-26-train, دعونا نحتفل  ، هكذا قال وآخذني إلى بار . وقال إنه سيُجري مكالمة هاتفية وغادر ولم يعد أبداً وتحملت أنا وحدي عبء فاتورة ضخمة .,"قالي""هيا نحتفلوا"" واداني للبار. قالي راهو رايح يدير اتصال بالهاتف و راح بلاما يولي وانا صبت روحي حاصل بفاتورة كبيرة."
823,8454,corpus-6-test-corpus-26-train,كم تكلّف هي لكل جالون ؟,شحال للغالون الواحد؟
824,8456,corpus-6-test-corpus-26-train,كان معي جواز سفري وبطاقتي الائتمانية في جيبي .,عندي جواز السفر و بطاقة الائتمان دياولي فالساك ديالي.
825,8485,corpus-6-test-corpus-26-train,الحجوزات في السابعة ، تحت اسم مانو .,حجز للساعة السبعة باسم مانو.
826,8495,corpus-6-test-corpus-26-train,ألا ترغب في فنجان شاي ؟,ماراكش حاب كاس شاي؟
827,8497,corpus-6-test-corpus-26-dev,هل يمكن أن تدلّني أين أجد القنصلية اليابانية ؟,تقدر تقولي وين جاية السفارة تع اليابان؟
828,8509,corpus-6-test-corpus-26-train,هل هناك طبيب للفندق أو واحد على صلة بالفندق .,كاين طبيب فالفندق ولا تع الدوام؟
829,8516,corpus-6-test-corpus-26-train,"إنه يقوم دائماً بالتسوق في شارع "" بوند "" .",يدير دايمن التسوق ديالو في بوند سشريت.
830,8527,corpus-6-test-corpus-26-train,جريدة باللغة الإنجليزية ، لطفاً .,جريدة انجليزية، من فضلك.
831,8535,corpus-6-test-corpus-26-train,هل هناك مكان يتم فيه عزف الموسيقي الريفية ؟,كاين مكان يلعبو فيه موسيقى البلد؟
832,8539,corpus-6-test-corpus-26-test,أودّ مراجعة ممتلكاتي الثمينة .,راني حاب نحط الأغراض المهمة.
