id,split,MSA,MSA Translation
7269,corpus-6-test-corpus-26-test,بالطبع لا . لماذا تقول إذا ؟,بالطبع لا. لماذا تقول إذا ؟
7270,corpus-6-test-corpus-26-train,أي طريق يؤدي إلى مكتب البريد المركزي ؟,أي طريق يؤدي إلى مكتب البريد المركزي ؟
7274,corpus-6-test-corpus-26-train,أين محطة أتوبيس جرايهاوند في هذه البلدة ؟,أين محطة أتوبيس جرايهاوند في هذه البلدة ؟
7281,corpus-6-test-corpus-26-train,أليست المطاعم اليابانية في كيوتو غالية ، بالرغم من ذلك ؟,أليست المطاعم اليابانية في كيوتو غالية ، بالرغم من ذلك
7289,corpus-6-test-corpus-26-train,اعتقد أن هذا عالي قليلا بالنسبة لي .,اعتقد أن هذا عالي قليلا بالنسبة لي.
7291,corpus-6-test-corpus-26-test,لدينا غرفة مزدوجة بحمام بخمسة و ثمانين دولار .,لدينا غرفة مزدوجة بحمام بخمسة و ثمانين 
7305,corpus-6-test-corpus-26-train,أريد سعر الكتاب .,أريد سعر الكتاب.
7314,corpus-6-test-corpus-26-test,الجو ابرد من المعتاد هذا العام ، لكنه ليس باردا بما يكفى لتساقط الثلج .,الجو ابرد من المعتاد هذا العام ، لكنه ليس باردا 
7321,corpus-6-test-corpus-26-train,أين يمكنني شراء تذكرة للمترو ؟,أين يمكنني شراء تذكرة للمترو ؟
7335,corpus-6-test-corpus-26-train,سآخذ مقاعد درجة رجال أعمال ، أليس كذلك ؟,سآخذ مقاعد درجة رجال أعمال ، أليس كذلك ؟
7343,corpus-6-test-corpus-26-train,كم أجرة التاكسي من هذا الفندق إلى المحطة ؟,كم أجرة التاكسي من هذا الفندق إلى المحطة ؟
7349,corpus-6-test-corpus-26-train,هل لي بهذه وهذه ، من فضلك ؟,هل لي بهذه وهذه ، من فضلك ؟
7381,corpus-6-test-corpus-26-train,يقولون أن اليابان دولة غنية جداً .,يقولون أن اليابان دولة غنية جداً.
7386,corpus-6-test-corpus-26-train,هل هناك أي غرف خالية في عربة النوم ؟,هل هناك أي غرف خالية في عربة النوم ؟
7391,corpus-6-test-corpus-26-dev,هل تستطيع خفضها حتى عشرين دولار ، من فضلك ؟,هل تستطيع خفضها حتى عشرين دولار ، من فضل
7395,corpus-6-test-corpus-26-train,هذه هديه لصديق .,هذه هديه لصديق.
7412,corpus-6-test-corpus-26-train,الثلج يجعل الطريق زلق .,الثلج يجعل الطريق زلق.
7414,corpus-6-test-corpus-26-train,لا أستطيع أن أجد كاميرتي .,لا أستطيع أن أجد كاميرتي.
7416,corpus-6-test-corpus-26-test,سأعد سندوتشين من لحم فخذ الخنزير .,سأعد سندوتشين من لحم فخذ الخنزير.
7438,corpus-6-test-corpus-26-train,هل لديك أي شئ لإعلانه ؟,هل لديك أي شئ لإعلانه ؟
7439,corpus-6-test-corpus-26-train,هل رأيت معطف أزرق ؟ وضعته على هذا الكرسي .,هل رأيت معطف أزرق ؟ وضعته على هذا الك
7470,corpus-6-test-corpus-26-test,هناك محل لبيع الزهور في الطريق .,هناك محل لبيع الزهور في الطريق.
7478,corpus-6-test-corpus-26-train,أنا من طوكيو .,أنا من طوكيو.
7479,corpus-6-test-corpus-26-train,أريد بعض الغسول لإزالة كريم ريفلون .,أريد بعض الغسول لإزالة كريم ريفلون.
7485,corpus-6-test-corpus-26-train,لدي بعض الملابس للمغسلة .,لدي بعض الملابس للمغسلة.
7507,corpus-6-test-corpus-26-dev,لقد طلبته منذ وقت طويل .,لقد طلبته منذ وقت طويل.
7533,corpus-6-test-corpus-26-dev,من فضلك هل لك أن ترسل بواباً إلى غرفتي في السادسة صباحاً ؟,من فضلك هل لك أن ترسل بواباً إلى غرفتي في ال
7549,corpus-6-test-corpus-26-train,سآخذ شيكولاتة ساخنة .,سآخذ شيكولاتة ساخنة.
7550,corpus-6-test-corpus-26-train,نستطيع أن نرتب لتنظيف غرفاتكم .,نستطيع أن نرتب لتنظيف غرفاتكم.
7574,corpus-6-test-corpus-26-train,خاص من فضلك .,خاص من فضلك.
7583,corpus-6-test-corpus-26-train,كم تكلفة الذهاب إلى فندق سي ؟,كم تكلفة الذهاب إلى فندق سي ؟
7612,corpus-6-test-corpus-26-test,هل أستطيع الحصول على تذكرة متعددة الاستخدام ؟,هل أستطيع الحصول على تذكرة متعددة الاستخدام ؟
7622,corpus-6-test-corpus-26-train,"أود حجز مائدة لفردين في الساعة السابعة , من فضلك .","أود حجز مائدة لفردين في الساعة السابعة, من"
7626,corpus-6-test-corpus-26-train,أريد بعض الكريم الليلي .,أريد بعض الكريم الليلي.
7627,corpus-6-test-corpus-26-train,هل لك أن تغلف هذه كالهدية ؟,هل لك أن تغلف هذه كالهدية ؟
7636,corpus-6-test-corpus-26-train,إنها الثالثة والربع .,إنها الثالثة والربع.
7650,corpus-6-test-corpus-26-train,سأخطط لإرسال فواتير حاجياتي اليومية ، لذا من فضلك أخبرني العنوان و اسم الشخص المسئول من فضلك .,سأخطط لإرسال فواتير حاجياتي اليومية ، لذا من
7656,corpus-6-test-corpus-26-test,إنه من الصعب لنا أن نتحدث الإنجليزية بطلاقة .,إنه من الصعب لنا أن نتحدث الإنجليزية بطلاقة.
7662,corpus-6-test-corpus-26-train,هل لديك نفس هذا التصميم بكعب أعلى ؟,هل لديك نفس هذا التصميم بكعب أعلى ؟
7663,corpus-6-test-corpus-26-train,أريد جاكيت لطفل في العاشرة من العمر .,أريد جاكيت لطفل في العاشرة من العمر.
7671,corpus-6-test-corpus-26-train,"خذني إلى طريق أباي , من فضلك .","خذني إلى طريق أباي, من فضلك."
7684,corpus-6-test-corpus-26-dev,شكراً . مرحباً ، شكراً لانتظارك .,شكراً. مرحباً ، شكراً لانتظارك.
7693,corpus-6-test-corpus-26-train,أنا متأكد أن لدى حجز .,أنا متأكد أن لدى حجز.
7708,corpus-6-test-corpus-26-train,سأرسلها لك ، لذا من فضلك انتظر هنا .,سأرسلها لك ، لذا من فضلك انتظر هنا.
7712,corpus-6-test-corpus-26-dev,نحن هنا لمدة يوم .,نحن هنا لمدة يوم.
7721,corpus-6-test-corpus-26-train,أشعر بصداع خفيف .,أشعر بصداع خفيف.
7736,corpus-6-test-corpus-26-train,لقد استمتعت بالوجبة كثيراً جداً .,لقد استمتعت بالوجبة كثيراً جداً.
7756,corpus-6-test-corpus-26-train,لا ، من فضلك اجلس وانتظر . سأعود بعد قليل .,لا ، من فضلك اجلس وانتظر. سأعود بعد قليل 
7761,corpus-6-test-corpus-26-test,هل لي أن أرى السيارة ؟,هل لي أن أرى السيارة ؟
7767,corpus-6-test-corpus-26-train,"هل لك أن ترسم لي خريطة , من فضلك ؟","هل لك أن ترسم لي خريطة, من فضلك ؟"
7789,corpus-6-test-corpus-26-test,حسناً ، يا سيدي . من فضلك ابق في غرفتك إلى أن يحضر الطبيب .,حسناً ، يا سيدي. من فضلك ابق في 
7811,corpus-6-test-corpus-26-train,لقد سرقت في شاطئ وايمانالو . من فضلك تعالى فوراً .,لقد سرقت في شاطئ وايمانالو. من فضلك تعالى
7812,corpus-6-test-corpus-26-train,ماذا عن مائة دولار ؟,ماذا عن مائة دولار ؟
7814,corpus-6-test-corpus-26-train,أريد هذا معبئاً .,أريد هذا معبئاً.
7831,corpus-6-test-corpus-26-train,أريد أن أقدم طلباً للحصول على إصدار جديد .,أريد أن أقدم طلباً للحصول على إصدار جديد.
7834,corpus-6-test-corpus-26-train,لقد دعمت الحكومة تنمية الصناعات .,لقد دعمت الحكومة تنمية الصناعات.
7838,corpus-6-test-corpus-26-train,أعتقد أن عمره أكثر من خمسين سنة .,أعتقد أن عمره أكثر من خمسين سنة.
7858,corpus-6-test-corpus-26-dev,ما هو الحد الأدنى للعمر لفعل ذلك ؟,ما هو الحد الأدنى للعمر لفعل ذلك ؟
7860,corpus-6-test-corpus-26-train,هل لديك أيّ خرائط بسيطة للمدينة ؟,هل لديك أيّ خرائط بسيطة للمدينة ؟
7867,corpus-6-test-corpus-26-test,إذا كان بالإمكان ، لم أكن لأخلع السنّة .,إذا كان بالإمكان ، لم أكن لأخلع السنّة.
7871,corpus-6-test-corpus-26-dev,إنّ الإحصاء كرة واحدة وضربتين .,إنّ الإحصاء كرة واحدة وضربتين.
7883,corpus-6-test-corpus-26-train,متى سيصل القطار إلى سان دييجو ، من فضلك ؟,متى سيصل القطار إلى سان دييجو ، من فضلك 
7913,corpus-6-test-corpus-26-train,آوه إلقاء نظرة على صندوقك .,آوه إلقاء نظرة على صندوقك.
7925,corpus-6-test-corpus-26-train,أريد بعض الشامبو .,أريد بعض الشامبو.
7947,corpus-6-test-corpus-26-train,أنا أقيم في فندق هيلتون .,أنا أقيم في فندق هيلتون.
7948,corpus-6-test-corpus-26-train,أشعر بحالة سيئة وغثيان .,أشعر بحالة سيئة وغثيان.
7957,corpus-6-test-corpus-26-train,لكنّي لدى موعد لرؤيتها في السّاعة الثّانية .,لكنّي لدى موعد لرؤيتها في السّاعة الثّانية 
7972,corpus-6-test-corpus-26-train,هل تذهب هذه السيارة إلى إدنبرة ؟,هل تذهب هذه السيارة إلى إدنبرة ؟
7976,corpus-6-test-corpus-26-train,نعم ، رجاءً املأ هذه الاستمارة .,نعم ، رجاءً املأ هذه الاستمارة.
7983,corpus-6-test-corpus-26-train,ما هو مقدار الرسوم للوزن الزائد ؟,ما هو مقدار الرسوم للوزن الزائد ؟
7991,corpus-6-test-corpus-26-dev,اسمي كيمورا . أريد إلغاء حجزي الخاص بيوم الجمعة .,اسمي كيمورا. أريد إلغاء حجزي الخاص بيوم 
7996,corpus-6-test-corpus-26-test,أوه ، آسف . كانت هناك مشاكل ونحن نقوم بحلها ، هل تتفضل بالانتظار لمدة ثلاثين دقيقة ؟,أوه ، آسف. كانت هناك مشاكل ونحن 
8039,corpus-6-test-corpus-26-train,في أي وقت يمكنني مغادرة الفندق ؟,في أي وقت يمكنني مغادرة الفندق ؟
8050,corpus-6-test-corpus-26-train,فهمت الأمر .,فهمت الأمر.
8058,corpus-6-test-corpus-26-train,سوف أطلب شخصاً ما .,سوف أطلب شخصاً ما.
8067,corpus-6-test-corpus-26-test,هل تريد تسوية الفاتورة الآن ؟,هل تريد تسوية الفاتورة الآن ؟
8068,corpus-6-test-corpus-26-train,السيارة جاءت لي من الجانب عند التقاطع .,السيارة جاءت لي من الجانب عند التقاطع.
8094,corpus-6-test-corpus-26-train,إنه صندوق موسيقى .,إنه صندوق موسيقى.
8095,corpus-6-test-corpus-26-train,أين الضاحية ؟,أين الضاحية ؟
8098,corpus-6-test-corpus-26-train,هل هناك جولة بالحافلة تجوب المدينة ؟,هل هناك جولة بالحافلة تجوب المدينة ؟
8108,corpus-6-test-corpus-26-train,في أي وقت نبدأ ؟,في أي وقت نبدأ ؟
8114,corpus-6-test-corpus-26-train,"حسنا ، يا سيدي . في الحجم المتوسط نعرض عليك فرو السمور من نوع "" ميركوري "" ، فهل ذلك يوافقك ؟",حسنا ، يا سيدي. في الحجم المتوسط نعرض علي
8116,corpus-6-test-corpus-26-train,لقد تسببتّ في كَدْمة بالعَضَلة .,لقد تسببتّ في كَدْمة بالعَضَلة.
8141,corpus-6-test-corpus-26-train,ولكن عليك أن تعدني بركل الكرة ، وليس أنا . موافق ؟,ولكن عليك أن تعدني بركل الكرة ، وليس أنا.
8143,corpus-6-test-corpus-26-train,إلى أي مسافة يبعد أكثر ؟,إلى أي مسافة يبعد أكثر ؟
8149,corpus-6-test-corpus-26-train,هل لي في استعارة بعض البياضات ؟,هل لي في استعارة بعض البياضات ؟
8156,corpus-6-test-corpus-26-train,من أي نوع من الجلد الصناعي صُنعت حقيبة السفر هذه ؟,من أي نوع من الجلد الصناعي صُنعت حقيبة السفر ه
