,sent,lang
601," في يوم من الأيام، كان في رجل نجار اسمو أحمد. دايمًا كان يسأل زباينو ""هل تقومون بعمل تعديلات؟"" ليتأكد إنو راضيين عن الشغل. مرة واحدة، إجا زبون طلب تعديل على طاولة لتناسب بيتو الجديد. أحمد عمل بكل جهده على التعديل وبالنهاية، الزبون عبر عن امتنانو لمهارة أحمد ودقتو. ",Lebanese
602, بواحد من المطاعم الفخمة، أحمد وعيلتو طلبوا منحبا طاولة جنب الشباك ليتمتعوا بالمنظر الحلو. بعد ما قعدوا، العيلة بلشت تطلب طلباتها من قائمة الأكل. وهنن عم ياكلو، مرقت مجموعة من العصافير الحلوة قدام الشباك، وزادت الأجواء فرح. خلصوا الأكل وحسوا برضا كبير عن التجربة المميزة يلي عاشوها بهيدا المكان. ,Lebanese
603, هونيك، قدام بيت السائح بالزبط، وقف قط أسود عم يطلع فيه بفضول. لما السائح فتح الباب، القط دخل من دون ما يتردد. السائح لاقى حالو عم يبتسم، لأنو شاف بعيون القط حكايات مغامرات ما حدا حكاها لهلق. ومع مرور الأيام، صار القط رفيقو بكل سفراتو ومغمراتو. ,Lebanese
604, ما سمعت بهيدا العنوان من قبل قريب من هون. سألت الناس بالحي عنو بس ما حدا عرفو. قررت دور عليه بالخرائط القديمة بالمكتبة. وأخيراً، لقيت العنوان مخبى بوحدة من الكتب النادرة. ,Lebanese
605, كمل مشي ع هالطريق لحتى تلاقي صيدلية. لما وصل عالصيدلية، اكتشف إنها مسكرة. حس بالتعب بس قرر يصبر شوي. بعد ساعة، الصيدلي فتح وقدر يشتري الدوا. ,Lebanese
606, بيوم من أيام الربيع، ليلى لاحظت إنو اللون الأخضر صار موجود بكل محل. قررت تشتري فستان جديد بهاللون لتكون مع الموضة. ولما لبستو بالحفلة، كل الأنظار تحولت عليها من ورا جمالا. ومن هيديك النهارة، الأخضر صار لونا المفضل بكل الفصول. ,Lebanese
607, خالد كان دايمًا عم يسافر كتير بسبب شغله بالتجارة الدولية. بواحدة من سفراتو، تعرف على تاجر من بلد تاني وصاروا أصحاب. بحالتي، أكتر شي بسافر للشغل وقليل للمتعة. بس هالمرة، خالد قرر يخد يوم يتمشى ويستكشف المدينة مع صديقو الجديد. ,Lebanese
608, رح قعد يومين ببيت جدي القديم. لقيت هونيك صندوق مليان بالذكريات. قضيت ساعات عم بتصفح الصور والرسايل. حسيت بحنين كتير لأيام ما مضت. ,Lebanese
609, ليلى بدها تعمل شعرها كيرلي قريب لبعض، فقررت تزور صالون التجميل يلي معروف بالمدينة. لما وصلت، حكت للمصففة شو بدها بالضبط. بعد ساعات من الشغل، طلت بالمراية وعجبها كتير شكل شعرها الجديد. حست بثقة وفرح كبير، وصارت مركز إهتمام وين ما راحت. ,Lebanese
610," بيوم مشمس، أحمد وعيلتو قرروا يروحوا ع رحلة عالبحر. قبل الرحلة بأسبوع، قال أحمد ""بدي حجز غرفتين مزدوجتين"". لقى فندق حلو كتير عالبحر وعمل الحجز. العيلة استمتعوا كتير بوقتن، وكانت العطلة ناجحة. ",Lebanese
611, كان في شجرة كبيرة قدام بيت أحمد، وكان بحب يقعد تحت ظلها كل يوم. ما بدي شيلها، هيي بتحميني من حر الصيف وبتعطيني هوا نضيف. البلدية جت لتشيل الشجرة على أساس يوسعوا الطريق، بس أحمد وقف بوجهن بكل قوتو. وبالنهاية، قدر يقنعن يغيروا مسار الطريق ويحافظوا عالشجرة. ,Lebanese
612," بيوم من الأيام، رجل عجوز سأل عن محطة الباص. ""هيدا الباص بيوقف بشارع أستونر؟""، سأل السائق. السائق أشر براسو إيه وطلب منو يركب. العجوز شكر السائق وقعد يستنى، مستمتع بالمناظر الحلوة من الشباك. ",Lebanese
613, من فضلك افتح تمك على قد ما فيك. الدكتور قال هيك وهو عم بيجهز أدواتو للفحص. الصبي حس بخوف بس طاع الأمر. بعد الفحص، الدكتور ابتسم وطمّن الولد إنو كل شي تمام. ,Lebanese
614, في واحد جوعان سأل عن قيمة الفطور. الجرسون قللو إنو الفطور بعشرة ليرات. الرجال إنبسط لأنو السعر كان منيح الو. وبعد ما فطر، شكر الرجال الجرسون وراح مبسوط. ,Lebanese
615," كان في شاب عم يشتغل بمكتب الاستعلامات. وصلتلو مدام مبلشة فسألها: ""كيف فيي ساعدك؟"" السيدة جاوبته إنها عم تدور على مكتب الضرائب. الشاب ابتسم وورجاها على وين بكل أدب واحترام. ",Lebanese
616, يلا ناخد قطعة ناكلها. محمد وعلي راحوا عالحديقة واختاروا أطيب تفاحة. قسموها مع بعض واستمتعوا بطعمتها الطيبة. قعدوا تحت الشجرة يحكوا عن أحلامن. وتمنوا لو كل يوم يقدر يكون بهل البساطة والسعادة. ,Lebanese
617, بيوم مشمس، خالد قرر يطلع يتمشى بالمدينة. مشى عاليسار عند الزاوية التالتة ولقى دكان كتب قديم. دخل عالدكان وضلّ يتفرج عالكتب العتيقة لساعات. وبالآخر، اشترى كتاب قديم بيحكي عن تاريخ المدينة. ,Lebanese
618," أحمد ما كان عندو غير قميص واحد للعرس، فسأل أمه: ""فيكي تنظفيلي هالثياب؟"" أمه وافقت بحنان وأخدت الثياب تنظفهن. بعد شي ساعات، رجعت الثياب ناصعة كأنها جديدة. أحمد حس بالامتنان ووعد إنو رح يهتم بثيابو أكتر بالمستقبل. ",Lebanese
619, بيوم مشمس حلو، أحمد قرر يدور على صاحبو القديم. لقى بمفكرتو العنوان ورقم التلفون يللي كان عم يدور عليه. ما تردد واتصل فيه وسألو إذا بيقدر يزورو، وعطاه رقم تليفونو وعنوانو. ولما التقوا، قضوا وقت حلو بيسترجعوا ذكريات الماضي. ,Lebanese
620, دفعت مصاري الأكل والفندق مقدماً. ولما وصلت عالفندق، العالم هنيك استقبلوني بكتير ترحاب. أخدت مفتاح غرفتي وطلعت عالطابق الخامس يللي فيه منظر رائع للبحر. قضيت وقت حلو بالفندق مع خدمة ممتازة وجو حلو. ,Lebanese
621, بيوم مشمس، محمد قرر يدور على مطعم شوي معروف والناس بتحبو كتير. وهوي عم يتمشى بالشوارع، صادف صاحبو أحمد يللي نصحو بمطعم كتير منيح. محمد طلع موبايلو وبلش يدور عالمطعم عالخريطة. لقى المطعم بسرعة واستمتع بأكلة طيبة ما رح ينساها أبدا. ,Lebanese
622, أحمد شرا مزهرية حلوة ليزين فيها البيت. بس وهوي عم يحاول يحطا عالرف، ضلع توازنو وصارت تتكسر. إنت يللي كسرتا، إنت يللي اشتريتا، قالت مرتو وهيي عم تطلع عالقطع المتبعثرة. حس أحمد بالحزن لأنو الجمال يللي كانت المزهرية عم تضيفو للمكان راح. ,Lebanese
623, رح قلّها تتصل فيك أول ما توصل. وفعلًا، ما وصلت على طول، رنّ جوالك. سمعت صوتها مبسوطة وعم تحكيلك عن الخبر الحلو. واتفقتو تعملو عشا للاحتفال بالليل. ,Lebanese
624, جاد بحب دايمًا يضيف قشطة وسكر على قهوتو. بصباح يوم، لقى إنو القشطة خلصت. راح عالسوق يشتري كمان، وبالطريق التقى بأصحاب قدام. حكوا وضحكوا، وجاد نسي يشتري القشطة نهائيًا. ,Lebanese
