id,split,MSA,ALG
6836,corpus-6-test-corpus-26-dev,هل سيكون هذا المتجر مفتوحاً غداً ؟,هاذ المحل يكون مفتوح غدوة؟
6862,corpus-6-test-corpus-26-test,إنه طول الطريق لنهاية البهو .,هو في نهاية الهول.
6864,corpus-6-test-corpus-26-train,هل يمكنك أن تشذب شاربي ؟,تقدر تحففلي الشلاغم؟
6866,corpus-6-test-corpus-26-dev,هذا يأتي مع طبق السلطة واختيار بين البطاطس المشوية أو المحمرة .,زيدلو طاولة السلطة واختيار من البطاطا المشوية والبطاطا المقلية.
6875,corpus-6-test-corpus-26-dev,أين يمكنني أن أشتري إبريقاً ؟,وين نقدر نشري الفخار؟
6914,corpus-6-test-corpus-26-train,لا يمكن أن أبيع هذه دون روشتة .,منقدرش نبيع هاذا بلا وصفة.
6917,corpus-6-test-corpus-26-train,هل يمكن أن أحجز خمسة مقاعد في الصف نفسه .,نقدر نحجز خمسة أماكن في نفس الصف؟
6923,corpus-6-test-corpus-26-test,هل يمكنك أن تقرضني حبل القطر ، من فضلك ؟,تقدر تسلفلي حبل تع الجر، من فضلك؟
6944,corpus-6-test-corpus-26-train,أي سيارة ذات أداء أفضل ؟,واش من سيارة هي الأكثر اقتصادية؟
6960,corpus-6-test-corpus-26-train,لن تأخذ خصماً مهما حاولت .,مايكونش ليك تخفيض، مكالاه لا تصر.
6966,corpus-6-test-corpus-26-train,هلا فتحت هذه الحقيبة ، من فضلك ؟ ماذا يوجد هنا .,تقدر تفتح هاذ الساك، من فضلك؟ واش عنك لداخل؟
6970,corpus-6-test-corpus-26-train,أريد أن أعمل مكالمة مسافة طويلة إلى فندق هيلتون في بوسطن .,راني حاب ندير اتصال طويل المسافة لفندق هيلتون في بوسطن.
6984,corpus-6-test-corpus-26-test,هل السيدات يقبلن هذا ؟,النسا يقبلو بهاذا؟
6991,corpus-6-test-corpus-26-train,كن حذراً ، السقف منخفض .,حذاري، الأسقف هابطة.
6999,corpus-6-test-corpus-26-train,لا أستطيع رؤية الشاشة جيداً من هنا ، هل يمكنني تبديل المقاعد لبعض الوقت ؟,منقدرش نشوف مليح الشاشة من هنا. نقدر نبدل المكان دوكا؟
7030,corpus-6-test-corpus-26-train,لقد قمت بزيارة البحيرات الكبرى لأول مرة .,زرت منطقة البحيرات الكبرى للمرة الأولى.
7048,corpus-6-test-corpus-26-train,ثمة شئ خطأ في آلة التهوية هذه .,كاين مشكل مع الموزع الأوتوماتيكي.
7057,corpus-6-test-corpus-26-train,أحتاج إلى طيب .,لازم نشوف طبيب.
7070,corpus-6-test-corpus-26-train,كم المدة التي قضتها هي حتى الآن في المملكة المتحدة ؟,شحال المدة التي قضاتها فالمملكة المتحدة؟
7081,corpus-6-test-corpus-26-train,من المرجح أن محبا للإبداع الفني مثلك سيستمتع اللوحات الزيتية غير التقليدية وعروض الموسيقى بالشوارع .,محب للفنون الجديدة وتقدر تتمتع بلا شك بلوحات الهيبيش ومشهد موسيقى الشارع.
7098,corpus-6-test-corpus-26-train,كم الوقت ؟,وقتاش؟
7099,corpus-6-test-corpus-26-dev,سآخذ هوت دوج وكولا .,نأخذ المركاز و واحد كوكا.
7104,corpus-6-test-corpus-26-dev,هذا هو مسئول الربط الخارجي .,معاك مشغل المكالمات الخاص بالخارج.
7123,corpus-6-test-corpus-26-train,يمكنك رؤية مبنى ابيض اللون ، أليس كذلك ؟ إنه أمام ذلك المبنى .,راك تشوف هاذ البناية البيضاء، ياك؟ مقابل هاذ البناية.
7130,corpus-6-test-corpus-26-test,منذ متى ؟,من وقتاش؟
7137,corpus-6-test-corpus-26-test,ليس لدى أي شئ لكي أعلنه .,ماعندي حتى حاجة نصرح بيها.
7198,corpus-6-test-corpus-26-dev,ماذا ؟ هل عليك دفع ضرائب عندما يكون لديك أكثر من ثلاثة زجاجات كحول ؟,واشن؟ لازم نخلص لاطاكس كي ندو كتر من ثلاث قرع تع الكحول؟
7206,corpus-6-test-corpus-26-dev,صديقي مريض جداً . هل تستطيع أن تطلب دكتور ، من فضلك ؟,صاحبي راهو بزاف مريض. تقدر تتصل بطبيب، من فضلك؟
7227,corpus-6-test-corpus-26-test,لا أعرف كثيراً عن النبيذ ؟ ماذا يناسب هذا الطبق ؟,أنا مانعرفش مليح النبيذ. واش يجي مليح مع هاذ الطبق؟
7233,corpus-6-test-corpus-26-dev,هل تستطيع أن تتصل بي في الصباح الباكر ، من فضلك ؟,تقدر تتصل بيا صبح بكري، من فضلك؟
7248,corpus-6-test-corpus-26-dev,هناك محطة غاز بعد مربعين سكنيين من هنا .,كاين محطة وقود على بعد زوج شوارع من هنا.
7253,corpus-6-test-corpus-26-train,اليابانيون لا يأخذون إجازات طويلة .,اليابانيين ميخذوش عطل طويلة.
7264,corpus-6-test-corpus-26-train,اشعر كأن هناك تحديق في . هل من النادر رؤية شخص ياباني ؟,راني حاس بلي راهم يشوفو فيا. اذا جاجة نادرة كي يشوفو يابانيين؟
7269,corpus-6-test-corpus-26-test,بالطبع لا . لماذا تقول إذا ؟,أكيد لالا. وعلاش راك تقول هكذا؟
7270,corpus-6-test-corpus-26-train,أي طريق يؤدي إلى مكتب البريد المركزي ؟,من أي اتجاه جاية الدخلة للبريد المركزي؟
7274,corpus-6-test-corpus-26-train,أين محطة أتوبيس جرايهاوند في هذه البلدة ؟,وين جاية المحطة البرية قرايهوند في هاذ المدينة؟
7281,corpus-6-test-corpus-26-train,أليست المطاعم اليابانية في كيوتو غالية ، بالرغم من ذلك ؟,بصح اذا المطاعم اليابانية ماشي غاليين في كيوتو؟
7289,corpus-6-test-corpus-26-train,اعتقد أن هذا عالي قليلا بالنسبة لي .,نظن بلي شوية قوي عليا.
7291,corpus-6-test-corpus-26-test,لدينا غرفة مزدوجة بحمام بخمسة و ثمانين دولار .,عندنا غرفة بزوج بناك فيها بينواغ سومتها خمسة و ثمانون دولار.
7305,corpus-6-test-corpus-26-train,أريد سعر الكتاب .,راني حاب السعر الموصى به.
7314,corpus-6-test-corpus-26-test,الجو ابرد من المعتاد هذا العام ، لكنه ليس باردا بما يكفى لتساقط الثلج .,كاين البرد كثر من العادة هاذ العام، بصح ماشي برد تع ثلج.
7321,corpus-6-test-corpus-26-train,أين يمكنني شراء تذكرة للمترو ؟,وين نقدر نشري تذكرة مترو؟
7335,corpus-6-test-corpus-26-train,سآخذ مقاعد درجة رجال أعمال ، أليس كذلك ؟,يكون عندي أماكن في درجة الأعمال، ياك؟
7343,corpus-6-test-corpus-26-train,كم أجرة التاكسي من هذا الفندق إلى المحطة ؟,شحال السعر تع ركوب الطاكسي بين الفندق و المحطة؟
7349,corpus-6-test-corpus-26-train,هل لي بهذه وهذه ، من فضلك ؟,نقدر ندي هاذا و هاذا، من فضلك؟
7381,corpus-6-test-corpus-26-train,يقولون أن اليابان دولة غنية جداً .,يقولوا بلي اليابان بلد غني باف.
7386,corpus-6-test-corpus-26-train,هل هناك أي غرف خالية في عربة النوم ؟,كاين غرف فعربات النوم؟
7391,corpus-6-test-corpus-26-dev,هل تستطيع خفضها حتى عشرين دولار ، من فضلك ؟,تقدر تنقص السومة حتى عشرون دولار، من فضلك؟
7395,corpus-6-test-corpus-26-train,هذه هديه لصديق .,هاذي هدية لصديق.
7412,corpus-6-test-corpus-26-train,الثلج يجعل الطريق زلق .,الثلج يرجع الطريق تزلق.
7414,corpus-6-test-corpus-26-train,لا أستطيع أن أجد كاميرتي .,مصبطش آلة التصوير ديالي.
7416,corpus-6-test-corpus-26-test,سأعد سندوتشين من لحم فخذ الخنزير .,ناخذ اثنين سندويتش بلحم الخنزير.
7438,corpus-6-test-corpus-26-train,هل لديك أي شئ لإعلانه ؟,عندك كاش حاجة تصرح بيها؟
7439,corpus-6-test-corpus-26-train,هل رأيت معطف أزرق ؟ وضعته على هذا الكرسي .,مشفتش مونطو أزرق؟ حطيتو فوق هاذ الكرسي.
7470,corpus-6-test-corpus-26-test,هناك محل لبيع الزهور في الطريق .,كاين محل أزهار في الجهة الأخرى من الشارع.
7478,corpus-6-test-corpus-26-train,أنا من طوكيو .,جيت من طوكيو.
7479,corpus-6-test-corpus-26-train,أريد بعض الغسول لإزالة كريم ريفلون .,راني حاب بلسم روفلون.
7485,corpus-6-test-corpus-26-train,لدي بعض الملابس للمغسلة .,عندي حوايج للغسيل.
7507,corpus-6-test-corpus-26-dev,لقد طلبته منذ وقت طويل .,طلبتوا عندها مدة كبيرة.
7533,corpus-6-test-corpus-26-dev,من فضلك هل لك أن ترسل بواباً إلى غرفتي في السادسة صباحاً ؟,تقدر تطلبلي حامل يجي عندي على الساعة الستة تع الصبح، من فضلك؟
7549,corpus-6-test-corpus-26-train,سآخذ شيكولاتة ساخنة .,ناخذ شكولاطة ساخنة.
7550,corpus-6-test-corpus-26-train,نستطيع أن نرتب لتنظيف غرفاتكم .,نقدرو نديرو تعديل باش ننظفو الغرفة ديالك.
7574,corpus-6-test-corpus-26-train,خاص من فضلك .,واحد خاص، من فضلك.
7583,corpus-6-test-corpus-26-train,كم تكلفة الذهاب إلى فندق سي ؟,شحال السعر للفندق سي؟
7612,corpus-6-test-corpus-26-test,هل أستطيع الحصول على تذكرة متعددة الاستخدام ؟,نقدر نتحصل على تذاكر متعددة؟
7622,corpus-6-test-corpus-26-train,"أود حجز مائدة لفردين في الساعة السابعة , من فضلك .",راني حاب نحجز طاولة من الثانية بعد الزوال حتى السابعة مساءا، من فضلك.
7626,corpus-6-test-corpus-26-train,أريد بعض الكريم الليلي .,راني حاب كريمة ليلية.
7627,corpus-6-test-corpus-26-train,هل لك أن تغلف هذه كالهدية ؟,تقدر تغلفلي الهدية؟
7636,corpus-6-test-corpus-26-train,إنها الثالثة والربع .,راهي الثالثة و الربع بعد الزوال.
7650,corpus-6-test-corpus-26-train,سأخطط لإرسال فواتير حاجياتي اليومية ، لذا من فضلك أخبرني العنوان و اسم الشخص المسئول من فضلك .,راني نخطط لارسال الفواتير الخاصة بالنفقات الأساسية ديالي، لذلك من فضلك أعطني عنوان واسم الشخص المسؤول.
7656,corpus-6-test-corpus-26-test,إنه من الصعب لنا أن نتحدث الإنجليزية بطلاقة .,صعيب علينا باش نهدرو الانجليزية بطلاقة.
7662,corpus-6-test-corpus-26-train,هل لديك نفس هذا التصميم بكعب أعلى ؟,عندك هاذي بنفس النوع بكعب عالي كثر؟
7663,corpus-6-test-corpus-26-train,أريد جاكيت لطفل في العاشرة من العمر .,راني حاب تريكو لولد عندو عشر سنين.
7671,corpus-6-test-corpus-26-train,"خذني إلى طريق أباي , من فضلك .",اديني ل أبي راود، من فضلك.
7684,corpus-6-test-corpus-26-dev,شكراً . مرحباً ، شكراً لانتظارك .,صحا. صباح الخير، شكرا على صبرك.
7693,corpus-6-test-corpus-26-train,أنا متأكد أن لدى حجز .,راني متأكد بلي حجزت.
7708,corpus-6-test-corpus-26-train,سأرسلها لك ، لذا من فضلك انتظر هنا .,دوك نبعتهولك، اذا حبيت تستنا هنا.
7712,corpus-6-test-corpus-26-dev,نحن هنا لمدة يوم .,رانا هنا ليوم واحد.
7721,corpus-6-test-corpus-26-train,أشعر بصداع خفيف .,عندي صداع خفيف.
7736,corpus-6-test-corpus-26-train,لقد استمتعت بالوجبة كثيراً جداً .,عجبني بزاف الطبق.
7756,corpus-6-test-corpus-26-train,لا ، من فضلك اجلس وانتظر . سأعود بعد قليل .,لالا، تقدر تاخذ مقعد و تستنا، من فضلك. نرجع فالحين.
