id,split,MSA,ALG,ALG Translation
4143,corpus-6-test-corpus-26-train,هل أنا بحاجة إلى تذكرة ؟,اذا لازملي تذكرة؟,আমি بحاجة إلى تذكرة?
4182,corpus-6-test-corpus-26-train,ما هي تكلفة الخدمة تقريبا ؟,شحال تسوا الخدمة؟,تكلفة خدمات التقويم ؟
4185,corpus-6-test-corpus-26-train,كم المدة التي يستغرقها من هنا ؟,شحال الوقت من هنا؟,কত ساعة ينتظر هنا?
4187,corpus-6-test-corpus-26-train,كريمة وسكر ؟,الكريمة و السكر؟,Creme et glaçage?
4193,corpus-6-test-corpus-26-train,هل ثمة تخفيضات للأعضاء المشاركين ؟,ماتديروش تخفيض للأعضاء؟,Yes
4219,corpus-6-test-corpus-26-train,هل هناك قطار فائق السرعة في التاسعة والنصف ؟,كاين سوبر اكسبرس على التسعة و نص؟,"Yes, there is a very fast train in the eleventh minute?"
4221,corpus-6-test-corpus-26-train,دعني افحص سائل الفرامل والمحرك . يبدو أن محرك سيارتك قد أوشك علي التوقف .,دوك نتحقق من سائل المكابح و المحرك. المحرك ديالك يبان راح يحبس.,أنا بحاجة إلى بحث عن سائل الفرامل والمحرك. ي
4224,corpus-6-test-corpus-26-train,لم يكن خطئي .,ماشي الغلطة ديالي.,Tidak n'a n'a n'a n'a 
4262,corpus-6-test-corpus-26-train,لا كهرباء .,راحت التريسيتي.,ليس هناك كهرباء.
4263,corpus-6-test-corpus-26-train,سوف أبلغ الشرطة بذلك .,دوك نقول للشرطة عليه.,أنا سوف أبلغ الشرطة ذلك.
4269,corpus-6-test-corpus-26-train,هل سيحاسب كل واحد منا على مشروباته منفردا ؟,اذا كل واحد لازم يخلص الاستهلاك ديالو؟,ଆପଣ ଆପଣ ଆପଣ ଆପଣ ଆପ
4275,corpus-6-test-corpus-26-train,في أي مكان من ثلاثين حتى خمسين دولارا لليلة .,أي واحد المهم يكون بين ثلاثون و خمسون دولار لليلة.,n'importe où n'importe où n'importe 
4278,corpus-6-test-corpus-26-train,من فضلك ، اصلح هذه .,من فضلك صلحلي هذا.,Please fix this.
4284,corpus-6-test-corpus-26-train,في أيام السنة الجديدة . وفي مناسبات خاصة مثل حفلات الزواج ومراسم منح الجوائز أو في العزاء .,لرأس العام. و للمناسبات الخاصة كيما الزواج، حفلات تقديم الجوائز ولا الجنائز.,n'oge n'oge n'oge n'o
4285,corpus-6-test-corpus-26-test,المزيد من المستردة ، من فضلك .,زيدلي شوية موتارد، من فضلك.,المزيد n'okwu n'okwu n'okwu n
4305,corpus-6-test-corpus-26-train,لماذا لا تعطيها هدية ؟,وعلاش متهديلوش هدية؟,কেন n'ayɔrɔ n'ayɔrɔ 
4321,corpus-6-test-corpus-26-test,أي فيلم توصي به ؟,واش من فيلم تنصحني بيه؟,Where do you recommend this movie?
4324,corpus-6-test-corpus-26-test,هاك عشرين دولارا واعطني فكة دولارين من فضلك .,هاك ورقة تع عشرين، رجعلي زوج دولار، من فضلك.,n'abal n'abal n'abal n'a
4326,corpus-6-test-corpus-26-train,لقد انتقدتني ضمنا .,اعطاني ضربة من الجانب.,لقد أنا على رأسك.
4335,corpus-6-test-corpus-26-train,يمكن أن أحضر في الساعة الثانية .,نقدر نجي على الزوج بعد الظهر.,Ɛnɛ nɔgɔ nɔgɔ nɔgɔ
4341,corpus-6-test-corpus-26-train,هل هذه هي حقائب الرحلة جال صفر واحد ؟,اذا الأمتعة تع الرحلة جيه إيه إل صفر واحد؟,Yes
4346,corpus-6-test-corpus-26-train,هذه هي رحلتي الأولى إلى باريس .,هاذا أول سفر لي نحو باريس.,ଏହା ছিল رحلتي الأولى إلى باريس.
4348,corpus-6-test-corpus-26-train,هل لك أن تقدر التكلفة قبل أن تبدأ العمل فيها ؟,تقدر تديرلي تقدير للسومة قبل ما نبداو الخدمة؟,ଆପଣ ଆପଣ ଆପଣ ଆପଣ ଆପ
4358,corpus-6-test-corpus-26-train,تعالى ، من فضلك .,ادخل، من فضلك.,- 'O n'a n'a n'a n
4364,corpus-6-test-corpus-26-test,رحلتنا للتخييم يجب أن تكون ممتعة .,الجولة تاعنا رايحا تكون هايلة.,رحلتنا للتخييم يجب أن يكون ممتعة.
4365,corpus-6-test-corpus-26-train,متي سنستقل القارب ؟,منين نطلعو للباخرة؟,Why do we leave the car?
4373,corpus-6-test-corpus-26-train,ليس لدينا حقيبة لمثل هذه الكمية ولذلك سأضعها في هذه الحقيبة البلاستيكية الكبيرة .,معندناش ساك كبير بزاف، راح نديرو في هاد الساك الكبير تع البلاستيك.,আমি لست بحاجة لقطعة مثل هذه القطع 
4374,corpus-6-test-corpus-26-train,أود لعب التنس .,راني حاب نلعب تنس.,Okay playing tennis.
4375,corpus-6-test-corpus-26-train,يوجد عصير أناناس وبرتقال وطماطم .,كاين عصير البانان، عصير التشينا و عصير الطوماطيش.,"ଏହା ଜଳ أناناس, বাদাম, ثم"
4377,corpus-6-test-corpus-26-train,الجانب الأيسر من هذه الدور بجوار المصعد .,الجهة اليسار تع هاذ الطابق، قريب من السلم المتحرك.,ALG n'o n'o n'o n'o 
4382,corpus-6-test-corpus-26-test,ماذا سيعرض في قاعة الحفلات الموسيقية اليوم ؟,واش راهو يصرا في صالة الحفلة اليوم؟,কী يعرض في قاعة الحفلات الموسيقية اليوم ؟
4409,corpus-6-test-corpus-26-train,ما رأيك في مشاهدة فيلم آخر ؟,ماراكش حاب تشوف فيلم واحدأوخر؟,أنت رأيت مشاهدة مسلسل آخر؟
4418,corpus-6-test-corpus-26-train,من فضلك ، بدلي شيك المسافرين إلي نقود .,من فضلك تقدر تصرفلي هاذ الشاك تع السفر الى سيولة نقدية.,"Please, leave your wallet to a wallet."
4432,corpus-6-test-corpus-26-dev,من فضلك ، أريد أن أخذ نفس الدورة غدا .,راني حاب ندير نفس الدرس غدوة، من فضلك.,"Obrigada, wanna take the same course tomorrow."
4450,corpus-6-test-corpus-26-train,ربما أعطيك إجابة أفضل من تلك بعد عرضين .,نقدر نعطيلك أفضل جواب بعد عرض و لا زوج واحدوخرين.,Maybe I'll give you better answer than this after viewing.
4451,corpus-6-test-corpus-26-test,أريد هدية بمناسبة الذكرى السنوية .,لازملي هدية لذكرى سنوية.,I want gifts for the anniversary.
4464,corpus-6-test-corpus-26-train,ما هي المسرحيات الموسيقية المعروضة حاليا ؟,واش من الموسيقى الكوميدية لي راهم يلعبو دوكا؟,কেন সংগীত الموسيقي يحدث?
4475,corpus-6-test-corpus-26-train,هل لديك مرآة ؟,عندك مراية؟,ଆପଣ ଆପଣ ପାଣ୍ଟ?
4478,corpus-6-test-corpus-26-dev,عذرا ، ولكني ضللك طريقي . هل لك أن تساعدني ؟,اسمحلي راني ضايع؟ تقدرتعاوني؟,"Sorry, 但我 ضلل طريقي. - Maybe you can help"
4479,corpus-6-test-corpus-26-train,سوف آخذ هذه ، من فضلك .,ندي هاذا، من فضلك.,n'abalɔ n'abalɔ n'abalɔ 
4497,corpus-6-test-corpus-26-train,لا يمكنك جلب الألعاب النارية إلى كندا .,متقدرش تدي معاك الألعاب النارية لكندا.,तुम لست بحاجة إلى دخول لعبة نارية إلى
4501,corpus-6-test-corpus-26-train,ما أروع زوجتك من طاهية .,زوجتك طباخة هايلة.,Awesome wife from a castle.
4503,corpus-6-test-corpus-26-train,هل تريد أي مساعدة ؟,تسحق معاونة؟,ଆପଣ ଆପଣ ଆପଣଙ୍କ ଆପଣଙ୍କ 
4505,corpus-6-test-corpus-26-train,"هلا حجزت لي تاكسي الساعة السادسة صباح غد , من فضلك ؟",تقدر تحجزلي طاكسي لغدوة صبح على الستة، من فضلك؟,"Okay, okay, okay, okay, okay, okay?"
4510,corpus-6-test-corpus-26-train,ماذا تفضل مع طبقك الرئيسي .,واش راك حاب مع المقبلة ديالك؟,Otu esi n'abalagba n'oyi n'o
4540,corpus-6-test-corpus-26-test,هل يوجد بوتيك قريب من هنا ؟,كاين محل ماشي بعيد؟,ଆପଣ هناك حمام قريب من هنا?
4549,corpus-6-test-corpus-26-train,هذا المكان مكتظ بالناسب ، أليس كذلك ؟,كاين بزاف الغاشي في هاذ البلاصة، و لا لالا؟,"এই مكان مكتظ بالمناسبة, n'est-ce "
4558,corpus-6-test-corpus-26-train,عفواً . ستكون جاهزة في غضون خمس دقائق .,سامحني. رايحين يوجدو في خمسة دقائق تقريبا.,Okay. Okay.
4588,corpus-6-test-corpus-26-train,عانيت من ألم في الرقبة أثناء نومي ؟,جاني تيبس الرقبة كي رقدت.,ألم الرقبة أثناء النوم ؟
4594,corpus-6-test-corpus-26-train,نعم ، لا توجد مشكلة . هل من الممكن أن أرى جواز سفرك ؟,ايه. ماكانش مشكل. نقدر نشوف جواز السفر ديالك؟,"Okay, okay, okay. Can I see your passport?"
4615,corpus-6-test-corpus-26-test,لا امتلك أي نقود .,معنديش الدراهم.,أنا لا تمتلك أي نقود.
4624,corpus-6-test-corpus-26-train,متى يتعين علي أن أكون في المحطة ؟,وقتاش لازم نكون فالمحطة؟,When do I need to be in the station?
4630,corpus-6-test-corpus-26-train,هناك مطاعم كثيرة قريبة من هنا .,كاين بزاف المطاعم فالزاوية.,ଏହା ଉପରେ বেশ কয়েকটি ଟେଲ୍ 
4635,corpus-6-test-corpus-26-train,بجوار حجرة الإيداع .,قريب من غرفة الامانات.,n'abal n'abal n'abal n'a
4640,corpus-6-test-corpus-26-train,إنه لمن دواعي السرور أن أتحدث معك .,متشرف اللي حكيت معاك.,'Ee n'o n'o n'o n'
4644,corpus-6-test-corpus-26-test,هل هناك جولة بعد الظهر ؟,كاين رحلة بعد منتصف النهار؟,ଆପଣ ଆପଣ ଆପଣ ଆପଣ ଆପ
4648,corpus-6-test-corpus-26-test,إنني مع أصدقائي .,راني مع صحابي.,أنا معه صديق.
4653,corpus-6-test-corpus-26-train,لقد تمتعت بإقامتي . شكراً لك .,عجبتني الإقامة. صحا.,لقد تمتعت بعملية. شكراً لك.
4654,corpus-6-test-corpus-26-train,الشاطئ أسفل يمينا . ياله من منظر رائع .,الشاطئ غير لتحتا. شحال شابين المناظر الطبيعية.,n'abal n'abal n'abal n'a
4658,corpus-6-test-corpus-26-train,شكراً لك على الانتظار ، يا أستاذه مكجوير . هاك هو . امض من فضلك .,يعطيك الصحة لي ستنيتي، السيدة مكغير. هايليك. اتفضلي، من فضلك.,"Bonjour, Madame...."
4662,corpus-6-test-corpus-26-train,هل لديك أي صورة لبطاقة هوية ؟,عندك صورة شخصية للهوية؟,ଆପଣ ଆପଣ ଆପଣ ଆପଣ ଆପ
4671,corpus-6-test-corpus-26-train,سبعاً ، من فضلك .,سبعة، من فضلك.,"n'abal, n'abal!"
4674,corpus-6-test-corpus-26-train,أريد أن أرسل هذا إلى المغسلة . متى ستكون جاهزة ؟,راني حاب نبعث هاذا للمغسلة. وقتاش يكون واجد؟,wanna send this to the washing machine. When will it be ready 
4685,corpus-6-test-corpus-26-train,لقد خلعت البنطلون .,عندي سروال مخطط.,لقد قطعت ملابسك.
4699,corpus-6-test-corpus-26-train,نعم . تم نقل أمتعة شخص آخر إلى غرفتي تواً . من فضلك ، هل من الممكن أن تقوم بفحصها ؟,ايه. الأمتعة تع واحدوخر حطوهم فالغرفة ديالي؟ تقدر تتحقق، من فضلك؟,Okay. n'abalɔ n'o n'abal
4714,corpus-6-test-corpus-26-train,هل من الممكن أن تفصل أكثر ؟,تقدرو تشرحولي بالتفصيل كتر؟,ଆପଣ يمكنك فصل أكثر?
4729,corpus-6-test-corpus-26-train,هل استرحت في نومك ؟,رقدت مليح؟,ଆପଣ أنت بحاجة إلى النوم؟
4733,corpus-6-test-corpus-26-train,هلا ضغطت على زر مصراع النافذة ؟,تقدر تضغط على زر الالتقاط؟,ଆପଣ اضغطت على زر فتح نافذة?
4740,corpus-6-test-corpus-26-train,مفتاحين من فضلك ؟,زوج مفاتح من فضلك.,- Where do you like these keys?
4742,corpus-6-test-corpus-26-dev,أريد مصباحاً .,حبيت مصباح.,wanna be a light.
4744,corpus-6-test-corpus-26-train,في نهاية الممر .,فآخر الكولواغ.,n'oge n'oge n'oge n'o
4773,corpus-6-test-corpus-26-dev,أرغب في الحصول على بعض ورق الرسائل .,حبيت ورق تع برية.,أنا بحاجة إلى بعض ورق الرسائل.
4788,corpus-6-test-corpus-26-train,هل سنذهب بالحافلة ؟,اذا نروحوا فالحافلة؟,ଆପଣ ଆପଣ حافلة?
